0.00.021.964 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.022.363 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.022.938 W srv  llama_server: -----------------
0.00.022.955 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.022.955 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.022.955 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.022.956 W srv  llama_server: -----------------
0.00.024.682 I srv    load_model: loading model '/tmp/codex-model-cache/qwen2.5-3b-instruct-q4_k_m.gguf'
0.00.685.368 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.03.120.927 I cmn          init: llama threadpool init, n_threads = 4
0.03.504.918 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.511.502 I srv  llama_server: model loaded
0.03.511.519 I srv  llama_server: listening on http://127.0.0.1:18941
0.04.315.750 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.54.653.054 I slot print_timing: id  0 | task 203 |       total time =    2239.19 ms /    82 tokens
0.54.653.055 I slot print_timing: id  0 | task 203 |    graphs reused =        157
0.54.653.102 I slot      release: id  0 | task 203 | stop processing: n_tokens = 178, truncated = 0
0.54.669.695 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
0.54.672.169 I slot launch_slot_: id  0 | task 210 | processing task, is_child = 0
0.58.498.326 I slot print_timing: id  0 | task 210 | prompt eval time =    2275.07 ms /    76 tokens (   29.94 ms per token,    33.41 tokens per second)
0.58.498.351 I slot print_timing: id  0 | task 210 |        eval time =    1551.03 ms /     6 tokens (  310.21 ms per token,     3.22 tokens per second)
0.58.498.352 I slot print_timing: id  0 | task 210 |       total time =    3826.11 ms /    82 tokens
0.58.498.353 I slot print_timing: id  0 | task 210 |    graphs reused =        161
0.58.498.407 I slot      release: id  0 | task 210 | stop processing: n_tokens = 160, truncated = 0
0.58.529.937 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
0.58.535.214 I slot launch_slot_: id  0 | task 217 | processing task, is_child = 0
1.01.155.483 I slot print_timing: id  0 | task 217 | prompt eval time =    1853.41 ms /    76 tokens (   24.39 ms per token,    41.01 tokens per second)
1.01.155.505 I slot print_timing: id  0 | task 217 |        eval time =     766.81 ms /     6 tokens (  153.36 ms per token,     6.52 tokens per second)
1.01.155.506 I slot print_timing: id  0 | task 217 |       total time =    2620.22 ms /    82 tokens
1.01.155.508 I slot print_timing: id  0 | task 217 |    graphs reused =        165
1.01.155.561 I slot      release: id  0 | task 217 | stop processing: n_tokens = 178, truncated = 0
1.01.175.362 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
1.01.179.018 I slot launch_slot_: id  0 | task 224 | processing task, is_child = 0
1.03.841.760 I slot print_timing: id  0 | task 224 | prompt eval time =    1699.06 ms /    76 tokens (   22.36 ms per token,    44.73 tokens per second)
1.03.841.779 I slot print_timing: id  0 | task 224 |        eval time =     963.62 ms /     6 tokens (  192.72 ms per token,     5.19 tokens per second)
1.03.841.780 I slot print_timing: id  0 | task 224 |       total time =    2662.68 ms /    82 tokens
1.03.841.782 I slot print_timing: id  0 | task 224 |    graphs reused =        169
1.03.841.852 I slot      release: id  0 | task 224 | stop processing: n_tokens = 160, truncated = 0
1.03.864.798 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
1.03.867.244 I slot launch_slot_: id  0 | task 231 | processing task, is_child = 0
1.06.272.571 I slot print_timing: id  0 | task 231 | prompt eval time =    1833.60 ms /    72 tokens (   25.47 ms per token,    39.27 tokens per second)
1.06.272.589 I slot print_timing: id  0 | task 231 |        eval time =     571.68 ms /     6 tokens (  114.34 ms per token,     8.75 tokens per second)
1.06.272.590 I slot print_timing: id  0 | task 231 |       total time =    2405.28 ms /    78 tokens
1.06.272.592 I slot print_timing: id  0 | task 231 |    graphs reused =        173
1.06.272.640 I slot      release: id  0 | task 231 | stop processing: n_tokens = 178, truncated = 0
1.06.287.205 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
1.06.289.749 I slot launch_slot_: id  0 | task 238 | processing task, is_child = 0
1.08.358.307 I slot print_timing: id  0 | task 238 | prompt eval time =    1453.15 ms /    76 tokens (   19.12 ms per token,    52.30 tokens per second)
1.08.358.330 I slot print_timing: id  0 | task 238 |        eval time =     615.30 ms /     6 tokens (  123.06 ms per token,     8.13 tokens per second)
1.08.358.331 I slot print_timing: id  0 | task 238 |       total time =    2068.45 ms /    82 tokens
1.08.358.336 I slot print_timing: id  0 | task 238 |    graphs reused =        177
1.08.358.752 I slot      release: id  0 | task 238 | stop processing: n_tokens = 160, truncated = 0
1.08.394.494 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
1.08.418.661 I slot launch_slot_: id  0 | task 245 | processing task, is_child = 0
1.13.991.187 I slot print_timing: id  0 | task 245 | prompt eval time =    3057.81 ms /    76 tokens (   40.23 ms per token,    24.85 tokens per second)
1.13.991.207 I slot print_timing: id  0 | task 245 |        eval time =    2514.66 ms /     6 tokens (  502.93 ms per token,     1.99 tokens per second)
1.13.991.208 I slot print_timing: id  0 | task 245 |       total time =    5572.47 ms /    82 tokens
1.13.991.210 I slot print_timing: id  0 | task 245 |    graphs reused =        181
1.13.991.261 I slot      release: id  0 | task 245 | stop processing: n_tokens = 178, truncated = 0
1.14.056.505 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.618 (> 0.100 thold), f_keep = 0.545
1.14.056.678 I slot launch_slot_: id  0 | task 253 | processing task, is_child = 0
1.16.560.156 I slot print_timing: id  0 | task 253 | prompt eval time =    1721.57 ms /    60 tokens (   28.69 ms per token,    34.85 tokens per second)
1.16.560.172 I slot print_timing: id  0 | task 253 |        eval time =     781.86 ms /     6 tokens (  156.37 ms per token,     6.40 tokens per second)
1.16.560.172 I slot print_timing: id  0 | task 253 |       total time =    2503.43 ms /    66 tokens
1.16.560.173 I slot print_timing: id  0 | task 253 |    graphs reused =        185
1.16.560.233 I slot      release: id  0 | task 253 | stop processing: n_tokens = 162, truncated = 0
1.16.560.265 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.16.560.436 I slot launch_slot_: id  0 | task 255 | processing task, is_child = 0
1.16.560.446 W slot   operator(): id  0 | task 255 | need to evaluate at least 1 token for each active slot (n_past = 157, task.n_tokens() = 157)
1.16.560.447 W slot   operator(): id  0 | task 255 | n_past was set to 156
1.19.030.637 I slot print_timing: id  0 | task 255 | prompt eval time =     337.96 ms /     1 tokens (  337.96 ms per token,     2.96 tokens per second)
1.19.030.657 I slot print_timing: id  0 | task 255 |        eval time =    2132.21 ms /     6 tokens (  426.44 ms per token,     2.34 tokens per second)
1.19.030.658 I slot print_timing: id  0 | task 255 |       total time =    2470.17 ms /     7 tokens
1.19.030.659 I slot print_timing: id  0 | task 255 |    graphs reused =        191
1.19.030.716 I slot      release: id  0 | task 255 | stop processing: n_tokens = 162, truncated = 0
1.19.030.747 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.19.031.387 I slot launch_slot_: id  0 | task 252 | processing task, is_child = 0
1.19.031.402 W slot   operator(): id  0 | task 252 | need to evaluate at least 1 token for each active slot (n_past = 157, task.n_tokens() = 157)
1.19.031.403 W slot   operator(): id  0 | task 252 | n_past was set to 156
1.20.969.028 I slot print_timing: id  0 | task 252 | prompt eval time =     563.69 ms /     1 tokens (  563.69 ms per token,     1.77 tokens per second)
1.20.969.053 I slot print_timing: id  0 | task 252 |        eval time =    1373.83 ms /     6 tokens (  274.77 ms per token,     3.64 tokens per second)
1.20.969.054 I slot print_timing: id  0 | task 252 |       total time =    1937.52 ms /     7 tokens
1.20.969.060 I slot print_timing: id  0 | task 252 |    graphs reused =        197
1.20.969.490 I slot      release: id  0 | task 252 | stop processing: n_tokens = 162, truncated = 0
1.21.017.044 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.315
1.21.055.531 I slot launch_slot_: id  0 | task 273 | processing task, is_child = 0
1.24.091.944 I slot print_timing: id  0 | task 273 | prompt eval time =    1746.88 ms /    76 tokens (   22.99 ms per token,    43.51 tokens per second)
1.24.091.966 I slot print_timing: id  0 | task 273 |        eval time =    1289.46 ms /     6 tokens (  257.89 ms per token,     3.88 tokens per second)
1.24.091.967 I slot print_timing: id  0 | task 273 |       total time =    3036.34 ms /    82 tokens
1.24.091.968 I slot print_timing: id  0 | task 273 |    graphs reused =        201
1.24.092.131 I slot      release: id  0 | task 273 | stop processing: n_tokens = 160, truncated = 0
1.24.092.350 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.24.092.521 I slot launch_slot_: id  0 | task 274 | processing task, is_child = 0
1.24.092.533 W slot   operator(): id  0 | task 274 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
1.24.092.533 W slot   operator(): id  0 | task 274 | n_past was set to 154
1.24.751.199 I slot print_timing: id  0 | task 274 | prompt eval time =     197.91 ms /     1 tokens (  197.91 ms per token,     5.05 tokens per second)
1.24.751.218 I slot print_timing: id  0 | task 274 |        eval time =     460.74 ms /     6 tokens (   92.15 ms per token,    10.85 tokens per second)
1.24.751.219 I slot print_timing: id  0 | task 274 |       total time =     658.65 ms /     7 tokens
1.24.751.221 I slot print_timing: id  0 | task 274 |    graphs reused =        207
1.24.751.276 I slot      release: id  0 | task 274 | stop processing: n_tokens = 160, truncated = 0
1.24.751.302 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.24.751.461 I slot launch_slot_: id  0 | task 275 | processing task, is_child = 0
1.24.751.482 W slot   operator(): id  0 | task 275 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
1.24.751.490 W slot   operator(): id  0 | task 275 | n_past was set to 154
1.25.790.282 I slot print_timing: id  0 | task 275 | prompt eval time =     328.40 ms /     1 tokens (  328.40 ms per token,     3.05 tokens per second)
1.25.790.300 I slot print_timing: id  0 | task 275 |        eval time =     710.38 ms /     6 tokens (  142.08 ms per token,     7.04 tokens per second)
1.25.790.301 I slot print_timing: id  0 | task 275 |       total time =    1038.78 ms /     7 tokens
1.25.790.302 I slot print_timing: id  0 | task 275 |    graphs reused =        213
1.25.790.354 I slot      release: id  0 | task 275 | stop processing: n_tokens = 160, truncated = 0
1.25.854.610 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
1.25.857.343 I slot launch_slot_: id  0 | task 295 | processing task, is_child = 0
1.27.562.004 I slot print_timing: id  0 | task 295 | prompt eval time =    1153.77 ms /    76 tokens (   15.18 ms per token,    65.87 tokens per second)
1.27.562.019 I slot print_timing: id  0 | task 295 |        eval time =     550.80 ms /     6 tokens (  110.16 ms per token,     9.08 tokens per second)
1.27.562.020 I slot print_timing: id  0 | task 295 |       total time =    1704.57 ms /    82 tokens
1.27.562.021 I slot print_timing: id  0 | task 295 |    graphs reused =        217
1.27.562.087 I slot      release: id  0 | task 295 | stop processing: n_tokens = 178, truncated = 0
1.27.562.115 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
1.27.562.311 I slot launch_slot_: id  0 | task 294 | processing task, is_child = 0
1.27.562.328 W slot   operator(): id  0 | task 294 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
1.27.562.328 W slot   operator(): id  0 | task 294 | n_past was set to 172
1.28.149.055 I slot print_timing: id  0 | task 294 | prompt eval time =     105.32 ms /     1 tokens (  105.32 ms per token,     9.49 tokens per second)
1.28.149.070 I slot print_timing: id  0 | task 294 |        eval time =     481.39 ms /     6 tokens (   96.28 ms per token,    10.39 tokens per second)
1.28.149.071 I slot print_timing: id  0 | task 294 |       total time =     586.71 ms /     7 tokens
1.28.149.072 I slot print_timing: id  0 | task 294 |    graphs reused =        223
1.28.149.128 I slot      release: id  0 | task 294 | stop processing: n_tokens = 178, truncated = 0
1.28.149.158 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
1.28.149.331 I slot launch_slot_: id  0 | task 296 | processing task, is_child = 0
1.28.149.350 W slot   operator(): id  0 | task 296 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
1.28.149.351 W slot   operator(): id  0 | task 296 | n_past was set to 172
1.30.674.039 I slot print_timing: id  0 | task 296 | prompt eval time =      93.95 ms /     1 tokens (   93.95 ms per token,    10.64 tokens per second)
1.30.674.055 I slot print_timing: id  0 | task 296 |        eval time =    2430.72 ms /     6 tokens (  486.14 ms per token,     2.06 tokens per second)
1.30.674.056 I slot print_timing: id  0 | task 296 |       total time =    2524.67 ms /     7 tokens
1.30.674.057 I slot print_timing: id  0 | task 296 |    graphs reused =        229
1.30.674.109 I slot      release: id  0 | task 296 | stop processing: n_tokens = 178, truncated = 0
1.30.702.441 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
1.30.706.074 I slot launch_slot_: id  0 | task 316 | processing task, is_child = 0
1.33.872.448 I slot print_timing: id  0 | task 316 | prompt eval time =    1909.43 ms /    76 tokens (   25.12 ms per token,    39.80 tokens per second)
1.33.872.460 I slot print_timing: id  0 | task 316 |        eval time =    1256.76 ms /     6 tokens (  251.35 ms per token,     3.98 tokens per second)
1.33.872.461 I slot print_timing: id  0 | task 316 |       total time =    3166.19 ms /    82 tokens
1.33.872.462 I slot print_timing: id  0 | task 316 |    graphs reused =        233
1.33.872.576 I slot      release: id  0 | task 316 | stop processing: n_tokens = 160, truncated = 0
1.33.872.610 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.33.872.803 I slot launch_slot_: id  0 | task 315 | processing task, is_child = 0
1.33.872.817 W slot   operator(): id  0 | task 315 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
1.33.872.817 W slot   operator(): id  0 | task 315 | n_past was set to 154
1.36.399.944 I slot print_timing: id  0 | task 315 | prompt eval time =     328.10 ms /     1 tokens (  328.10 ms per token,     3.05 tokens per second)
1.36.399.969 I slot print_timing: id  0 | task 315 |        eval time =    2198.95 ms /     6 tokens (  439.79 ms per token,     2.27 tokens per second)
1.36.399.970 I slot print_timing: id  0 | task 315 |       total time =    2527.05 ms /     7 tokens
1.36.399.995 I slot print_timing: id  0 | task 315 |    graphs reused =        239
1.36.400.450 I slot      release: id  0 | task 315 | stop processing: n_tokens = 160, truncated = 0
1.36.400.591 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.36.401.196 I slot launch_slot_: id  0 | task 317 | processing task, is_child = 0
1.36.401.232 W slot   operator(): id  0 | task 317 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
1.36.401.233 W slot   operator(): id  0 | task 317 | n_past was set to 154
1.38.007.259 I slot print_timing: id  0 | task 317 | prompt eval time =     545.88 ms /     1 tokens (  545.88 ms per token,     1.83 tokens per second)
1.38.007.282 I slot print_timing: id  0 | task 317 |        eval time =    1060.12 ms /     6 tokens (  212.02 ms per token,     4.72 tokens per second)
1.38.007.283 I slot print_timing: id  0 | task 317 |       total time =    1606.01 ms /     7 tokens
1.38.007.285 I slot print_timing: id  0 | task 317 |    graphs reused =        245
1.38.007.373 I slot      release: id  0 | task 317 | stop processing: n_tokens = 160, truncated = 0
1.38.037.107 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
1.38.039.703 I slot launch_slot_: id  0 | task 336 | processing task, is_child = 0
1.42.504.113 I slot print_timing: id  0 | task 336 | prompt eval time =    2463.45 ms /    76 tokens (   32.41 ms per token,    30.85 tokens per second)
1.42.504.131 I slot print_timing: id  0 | task 336 |        eval time =    2000.90 ms /     6 tokens (  400.18 ms per token,     2.50 tokens per second)
1.42.504.132 I slot print_timing: id  0 | task 336 |       total time =    4464.35 ms /    82 tokens
1.42.504.134 I slot print_timing: id  0 | task 336 |    graphs reused =        249
1.42.504.210 I slot      release: id  0 | task 336 | stop processing: n_tokens = 178, truncated = 0
1.42.504.242 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
1.42.504.437 I slot launch_slot_: id  0 | task 337 | processing task, is_child = 0
1.42.504.450 W slot   operator(): id  0 | task 337 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
1.42.504.451 W slot   operator(): id  0 | task 337 | n_past was set to 172
1.44.095.694 I slot print_timing: id  0 | task 337 | prompt eval time =      98.35 ms /     1 tokens (   98.35 ms per token,    10.17 tokens per second)
1.44.095.720 I slot print_timing: id  0 | task 337 |        eval time =    1492.87 ms /     6 tokens (  298.57 ms per token,     3.35 tokens per second)
1.44.095.721 I slot print_timing: id  0 | task 337 |       total time =    1591.22 ms /     7 tokens
1.44.095.723 I slot print_timing: id  0 | task 337 |    graphs reused =        255
1.44.095.792 I slot      release: id  0 | task 337 | stop processing: n_tokens = 178, truncated = 0
1.44.095.828 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
1.44.096.061 I slot launch_slot_: id  0 | task 339 | processing task, is_child = 0
1.44.096.075 W slot   operator(): id  0 | task 339 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
1.44.096.076 W slot   operator(): id  0 | task 339 | n_past was set to 172
1.46.334.880 I slot print_timing: id  0 | task 339 | prompt eval time =     113.61 ms /     1 tokens (  113.61 ms per token,     8.80 tokens per second)
1.46.334.901 I slot print_timing: id  0 | task 339 |        eval time =    2125.12 ms /     6 tokens (  425.02 ms per token,     2.35 tokens per second)
1.46.334.902 I slot print_timing: id  0 | task 339 |       total time =    2238.73 ms /     7 tokens
1.46.334.904 I slot print_timing: id  0 | task 339 |    graphs reused =        261
1.46.335.132 I slot      release: id  0 | task 339 | stop processing: n_tokens = 178, truncated = 0
1.46.356.419 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
1.46.360.256 I slot launch_slot_: id  0 | task 357 | processing task, is_child = 0
1.49.631.940 I slot print_timing: id  0 | task 357 | prompt eval time =    1850.25 ms /    76 tokens (   24.35 ms per token,    41.08 tokens per second)
1.49.631.968 I slot print_timing: id  0 | task 357 |        eval time =    1421.40 ms /     6 tokens (  284.28 ms per token,     3.52 tokens per second)
1.49.631.969 I slot print_timing: id  0 | task 357 |       total time =    3271.65 ms /    82 tokens
1.49.632.038 I slot print_timing: id  0 | task 357 |    graphs reused =        265
1.49.632.113 I slot      release: id  0 | task 357 | stop processing: n_tokens = 160, truncated = 0
1.49.632.152 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.49.632.353 I slot launch_slot_: id  0 | task 358 | processing task, is_child = 0
1.49.632.366 W slot   operator(): id  0 | task 358 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
1.49.632.366 W slot   operator(): id  0 | task 358 | n_past was set to 154
1.51.819.290 I slot print_timing: id  0 | task 358 | prompt eval time =     253.04 ms /     1 tokens (  253.04 ms per token,     3.95 tokens per second)
1.51.819.314 I slot print_timing: id  0 | task 358 |        eval time =    1933.87 ms /     6 tokens (  386.77 ms per token,     2.59 tokens per second)
1.51.819.315 I slot print_timing: id  0 | task 358 |       total time =    2186.91 ms /     7 tokens
1.51.819.317 I slot print_timing: id  0 | task 358 |    graphs reused =        271
1.51.819.390 I slot      release: id  0 | task 358 | stop processing: n_tokens = 160, truncated = 0
1.51.819.427 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
1.51.819.641 I slot launch_slot_: id  0 | task 360 | processing task, is_child = 0
1.51.819.653 W slot   operator(): id  0 | task 360 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
1.51.819.654 W slot   operator(): id  0 | task 360 | n_past was set to 154
1.53.727.202 I slot print_timing: id  0 | task 360 | prompt eval time =     206.99 ms /     1 tokens (  206.99 ms per token,     4.83 tokens per second)
1.53.727.219 I slot print_timing: id  0 | task 360 |        eval time =    1700.41 ms /     6 tokens (  340.08 ms per token,     2.94 tokens per second)
1.53.727.220 I slot print_timing: id  0 | task 360 |       total time =    1907.41 ms /     7 tokens
1.53.727.222 I slot print_timing: id  0 | task 360 |    graphs reused =        277
1.53.727.368 I slot      release: id  0 | task 360 | stop processing: n_tokens = 160, truncated = 0
1.53.783.751 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
1.53.787.406 I slot launch_slot_: id  0 | task 378 | processing task, is_child = 0
1.56.026.620 I slot print_timing: id  0 | task 378 | prompt eval time =    1681.52 ms /    72 tokens (   23.35 ms per token,    42.82 tokens per second)
1.56.026.642 I slot print_timing: id  0 | task 378 |        eval time =     557.39 ms /     6 tokens (  111.48 ms per token,     8.97 tokens per second)
1.56.026.643 I slot print_timing: id  0 | task 378 |       total time =    2238.91 ms /    78 tokens
1.56.026.645 I slot print_timing: id  0 | task 378 |    graphs reused =        281
1.56.026.717 I slot      release: id  0 | task 378 | stop processing: n_tokens = 178, truncated = 0
1.56.026.753 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
1.56.026.951 I slot launch_slot_: id  0 | task 379 | processing task, is_child = 0
1.56.027.149 W slot   operator(): id  0 | task 379 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
1.56.027.150 W slot   operator(): id  0 | task 379 | n_past was set to 172
1.56.703.423 I slot print_timing: id  0 | task 379 | prompt eval time =      89.91 ms /     1 tokens (   89.91 ms per token,    11.12 tokens per second)
1.56.703.447 I slot print_timing: id  0 | task 379 |        eval time =     586.53 ms /     6 tokens (  117.31 ms per token,     8.52 tokens per second)
1.56.703.448 I slot print_timing: id  0 | task 379 |       total time =     676.44 ms /     7 tokens
1.56.703.450 I slot print_timing: id  0 | task 379 |    graphs reused =        287
1.56.703.520 I slot      release: id  0 | task 379 | stop processing: n_tokens = 178, truncated = 0
1.56.703.557 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
1.56.703.786 I slot launch_slot_: id  0 | task 380 | processing task, is_child = 0
1.56.703.806 W slot   operator(): id  0 | task 380 | need to evaluate at least 1 token for each active slot (n_past = 173, task.n_tokens() = 173)
1.56.703.813 W slot   operator(): id  0 | task 380 | n_past was set to 172
1.57.391.835 I slot print_timing: id  0 | task 380 | prompt eval time =     121.75 ms /     1 tokens (  121.75 ms per token,     8.21 tokens per second)
1.57.391.858 I slot print_timing: id  0 | task 380 |        eval time =     566.26 ms /     6 tokens (  113.25 ms per token,     8.83 tokens per second)
1.57.391.859 I slot print_timing: id  0 | task 380 |       total time =     688.01 ms /     7 tokens
1.57.391.861 I slot print_timing: id  0 | task 380 |    graphs reused =        293
1.57.391.934 I slot      release: id  0 | task 380 | stop processing: n_tokens = 178, truncated = 0
1.57.414.888 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.287
1.57.418.107 I slot launch_slot_: id  0 | task 400 | processing task, is_child = 0
2.00.733.168 I slot print_timing: id  0 | task 400 | prompt eval time =    2530.89 ms /    76 tokens (   33.30 ms per token,    30.03 tokens per second)
2.00.733.186 I slot print_timing: id  0 | task 400 |        eval time =     784.13 ms /     6 tokens (  156.83 ms per token,     6.38 tokens per second)
2.00.733.187 I slot print_timing: id  0 | task 400 |       total time =    3315.01 ms /    82 tokens
2.00.733.188 I slot print_timing: id  0 | task 400 |    graphs reused =        297
2.00.733.243 I slot      release: id  0 | task 400 | stop processing: n_tokens = 160, truncated = 0
2.00.733.270 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
2.00.733.459 I slot launch_slot_: id  0 | task 399 | processing task, is_child = 0
2.00.733.476 W slot   operator(): id  0 | task 399 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
2.00.733.489 W slot   operator(): id  0 | task 399 | n_past was set to 154
2.01.342.022 I slot print_timing: id  0 | task 399 | prompt eval time =     118.57 ms /     1 tokens (  118.57 ms per token,     8.43 tokens per second)
2.01.342.036 I slot print_timing: id  0 | task 399 |        eval time =     489.92 ms /     6 tokens (   97.98 ms per token,    10.21 tokens per second)
2.01.342.036 I slot print_timing: id  0 | task 399 |       total time =     608.49 ms /     7 tokens
2.01.342.038 I slot print_timing: id  0 | task 399 |    graphs reused =        303
2.01.342.084 I slot      release: id  0 | task 399 | stop processing: n_tokens = 160, truncated = 0
2.01.342.112 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.969
2.01.342.277 I slot launch_slot_: id  0 | task 402 | processing task, is_child = 0
2.01.342.286 W slot   operator(): id  0 | task 402 | need to evaluate at least 1 token for each active slot (n_past = 155, task.n_tokens() = 155)
2.01.342.286 W slot   operator(): id  0 | task 402 | n_past was set to 154
2.01.954.270 I slot print_timing: id  0 | task 402 | prompt eval time =      87.03 ms /     1 tokens (   87.03 ms per token,    11.49 tokens per second)
2.01.954.286 I slot print_timing: id  0 | task 402 |        eval time =     524.94 ms /     6 tokens (  104.99 ms per token,     9.52 tokens per second)
2.01.954.287 I slot print_timing: id  0 | task 402 |       total time =     611.97 ms /     7 tokens
2.01.954.289 I slot print_timing: id  0 | task 402 |    graphs reused =        309
2.01.954.327 I slot      release: id  0 | task 402 | stop processing: n_tokens = 160, truncated = 0
2.01.980.004 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.319
2.01.984.374 I slot launch_slot_: id  0 | task 420 | processing task, is_child = 0
2.05.700.601 I slot print_timing: id  0 | task 420 | prompt eval time =    2374.87 ms /    76 tokens (   31.25 ms per token,    32.00 tokens per second)
2.05.700.630 I slot print_timing: id  0 | task 420 |        eval time =    1341.29 ms /     6 tokens (  268.26 ms per token,     3.73 tokens per second)
2.05.700.631 I slot print_timing: id  0 | task 420 |       total time =    3716.16 ms /    82 tokens
2.05.700.632 I slot print_timing: id  0 | task 420 |    graphs reused =        313
2.05.701.633 I slot      release: id  0 | task 420 | stop processing: n_tokens = 178, truncated = 0
2.05.701.659 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
